Station;Sampledate;IsIntegrated;Chl-a (mg m^-3;Notes;Depth
C14;2016-12-06 08:05:00;1;1,07;;10
C3;2016-12-06 14:05:00;1;1,05;;10
C3;2016-12-06 14:05:00;1;0,99;;10
A5;2016-12-07 08:10:00;1;0,66;;10
A5;2016-12-07 08:10:00;1;0,67;;10
RA2;2016-12-07 13:45:00;1;1,02;;10
RA2;2016-12-07 13:45:00;1;1,02;;10
A13;2016-12-08 08:05:00;1;0,64;;10
A13;2016-12-08 08:05:00;1;0,66;;10
A13;2017-01-16 18:40:00;1;0,38;;10
A13;2017-01-16 18:40:00;1;0,37;;10
A5;2017-01-17 15:45:00;1;0,51;;10
A5;2017-01-17 15:45:00;1;0,52;;10
B7;2017-01-18 10:50:00;1;0,70;;10
B7;2017-01-18 10:50:00;1;0,77;;10
C14;2017-01-19 06:00:00;1;0,69;;10
C14;2017-01-19 06:00:00;1;0,63;;10
C3;2017-01-19 10:50:00;1;0,68;;10
C3;2017-01-19 10:50:00;1;0,65;;10
GA1;2017-01-19 16:05:00;1;0,64;;10
GA1;2017-01-19 16:05:00;1;0,60;;10
B3;2017-02-13 14:50:00;1;0,63;;10
B3;2017-02-13 14:50:00;1;0,63;;10
C14;2017-02-14 08:35:00;1;0,85;;10
C14;2017-02-14 08:35:00;1;0,77;;10
GA1;2017-02-13 21:05:00;1;0,75;enast ett replikat;10
C3;2017-02-14 14:15:00;1;1,08;endast ett replikat;10
A5;2017-02-15 08:15:00;1;0,37;;10
A5;2017-02-15 08:15:00;1;0,38;;10
RA1;2017-02-15 13:30:00;1;0,30;endast ett replikat;5
RA2;2017-02-15 14:30:00;1;0,29;;10
RA2;2017-02-15 14:30:00;1;0,29;;10
B7;2017-03-02 11:30:00;1;1,27;;10
B7;2017-03-02 11:30:00;1;1,29;;10
B3;2017-03-30 10:10:00;1;2,16;;10
B3;2017-03-30 10:10:00;1;2,09;;10
B7;2017-04-11 10:30:00;1;9,29;avv misstag filtrerades 200ml vid provtagning;10
B7;2017-04-11 10:30:00;1;9,50;av misstag filtrerades 200 ml vid provtagning;10
B3;2017-04-24 14:00:00;1;7,73;;10
B3;2017-04-24 14:00:00;1;7,26;;10
GA1;2017-04-24 21:05:00;1;5,03;;10
GA1;2017-04-24 21:05:00;1;4,76;;10
C14;2017-04-25 08:00:00;1;8,36;;10
C14;2017-04-25 08:00:00;1;7,94;;10
C3;2017-04-25 14:45:00;1;7,58;;10
C3;2017-04-25 14:45:00;1;7,69;;10
A13;2017-04-26 20:00:00;1;0,76;;10
A13;2017-04-26 20:00:00;1;0,70;;10
A5;2017-04-26 10:55:00;1;0,71;;10
A5;2017-04-26 10:55:00;1;0,69;;10
B7;2017-05-10 08:45:00;1;3,80;;10
B7;2017-05-10 08:45:00;1;3,63;;10
RA2;2017-05-11 09:35:00;1;1,16;;10
RA2;2017-05-11 09:35:00;1;1,16;;10
B3;2017-05-22 14:20:00;1;3,96;;10
B3;2017-05-22 14:20:00;1;3,84;;10
C14;2017-05-23 08:00:00;1;3,64;;10
C14;2017-05-23 08:00:00;1;3,62;;10
GA1;2017-05-23 13:10:00;1;1,40;;10
GA1;2017-05-23 13:10:00;1;1,41;;10
C3;2017-05-31 10:10:00;1;2,24;;10
C3;2017-05-31 10:10:00;1;2,41;;10
B7;2017-06-05 13:20:00;1;3,68;;10
B7;2017-06-05 13:20:00;1;3,80;;10
GA1;2017-06-05 20:20:00;1;1,92;;10
GA1;2017-06-05 20:20:00;1;1,91;;10
C14;2017-06-06 08:00:00;1;2,26;;10
C14;2017-06-06 08:00:00;1;2,33;;10
C3;2017-06-06 14:00:00;1;2,64;;10
C3;2017-06-06 14:00:00;1;2,74;;10
A5;2017-06-07 08:10:00;1;2,57;;10
A5;2017-06-07 08:10:00;1;2,53;;10
RA1;2017-06-07 13:30:00;1;1,65;;5
RA1;2017-06-07 13:30:00;1;1,81;;5
RA2;2017-06-07 14:45:00;1;1,94;;10
RA2;2017-06-07 14:45:00;1;1,97;;10
A13;2017-06-08 08:00:00;1;2,61;;10
A13;2017-06-08 08:00:00;1;2,59;;10
B3;2017-06-22 08:50:00;1;3,77;;10
B3;2017-06-22 08:50:00;1;3,67;;10
B7;2017-07-03 13:20:00;1;3,81;;10
B7;2017-07-03 13:20:00;1;3,70;;10
GA1;2017-07-03 19:45:00;1;3,64;;10
GA1;2017-07-03 19:45:00;1;3,42;;10
C14;2017-07-04 08:00:00;1;2,12;;10
C14;2017-07-04 08:00:00;1;2,22;;10
C3;2017-07-04 13:55:00;1;2,80;;10
C3;2017-07-04 13:55:00;1;2,82;;10
A5;2017-07-05 08:40:00;1;3,83;;10
A5;2017-07-05 08:40:00;1;3,91;;10
RA1;2017-07-05 14:55:00;0;6,45;;1
RA1;2017-07-05 14:55:00;0;6,32;;1
RA1;2017-07-05 14:55:00;1;6,18;;5
RA1;2017-07-05 14:55:00;1;6,40;;5
RA2;2017-07-05 16:30:00;0;3,61;;1
RA2;2017-07-05 16:30:00;0;3,54;;1
RA2;2017-07-05 16:30:00;1;3,88;;10
RA2;2017-07-05 16:30:00;1;3,85;;10
A13;2017-07-06 07:05:00;1;3,97;;10
A13;2017-07-06 07:05:00;1;3,95;;10
A13;2017-08-03 08:00:00;1;2,87;;10
A13;2017-08-03 08:00:00;1;2,81;;10
B3;2017-07-31 13:15:00;1;2,18;;10
B3;2017-07-31 13:15:00;1;2,37;;10
GA1;2017-07-31 20:35:00;1;3,10;;10
GA1;2017-07-31 20:35:00;1;3,28;;10
C14;2017-08-01 08:00:00;1;4,80;;10
C14;2017-08-01 08:00:00;1;4,80;;10
C3;2017-08-01 13:50:00;1;3,84;;10
C3;2017-08-01 13:50:00;1;4,11;;10
A5;2017-08-02 08:00:00;1;2,82;;10
A5;2017-08-02 08:00:00;1;2,75;;10
RA1;2017-08-02 14:10:00;0;4,10;;1
RA1;2017-08-02 14:10:00;0;4,04;;1
RA1;2017-08-02 14:10:00;1;3,39;;5
RA1;2017-08-02 14:10:00;1;3,25;;5
RA2;2017-08-02 15:20:00;0;2,25;;1
RA2;2017-08-02 15:20:00;0;2,18;;1
RA2;2017-08-02 15:20:00;1;2,36;;10
RA2;2017-08-02 15:20:00;1;2,37;;10
B7;2017-08-16 08:40:00;1;3,44;;10
B7;2017-08-16 08:40:00;1;3,44;;10
B3;2017-08-29 08:45:00;1;2,89;;10
B3;2017-08-29 08:45:00;1;2,86;;10
A13;2017-09-01 07:00:00;1;2,45;;10
A13;2017-09-01 07:00:00;1;2,39;;10
RA2;2017-08-31 14:00:00;0;1,92;;1
RA2;2017-08-31 14:00:00;0;1,96;;1
RA2;2017-08-31 14:00:00;1;1,95;;10
RA2;2017-08-31 14:00:00;1;1,88;;10
A5;2017-08-31 08:00:00;1;2,84;;10
A5;2017-08-31 08:00:00;1;2,85;;10
B7;2017-09-12 09:30:00;1;4,49;;10
B7;2017-09-12 09:30:00;1;4,45;;10
B3;2017-09-25 13:55:00;1;3,12;;10
B3;2017-09-25 13:55:00;1;3,25;;10
GA1;2017-09-25 20:20:00;1;2,48;;10
GA1;2017-09-25 20:20:00;1;2,41;;10
C14;2017-09-26 08:05:00;1;2,89;;10
C14;2017-09-26 08:05:00;1;2,84;;10
C3;2017-09-26 14:05:00;1;3,42;;10
C3;2017-09-26 14:05:00;1;3,39;;10
A5;2017-09-27 08:05:00;1;1,84;;10
A5;2017-09-27 08:05:00;1;1,87;;10
RA1;2017-09-27 15:10:00;0;4,38;OK efter QA,;1
RA1;2017-09-27 15:10:00;0;4,39;OK efter QA,;1
RA1;2017-09-27 15:10:00;1;4,35;;5
RA1;2017-09-27 15:10:00;1;4,33;;5
RA2;2017-09-27 16:10:00;0;3,35;OK efter QA,;1
RA2;2017-09-27 16:10:00;0;3,29;OK efter QA,;1
RA2;2017-09-27 16:10:00;1;3,43;;10
RA2;2017-09-27 16:10:00;1;3,46;;10
A13;2017-09-28 06:05:00;1;3,42;;10
A13;2017-09-28 06:05:00;1;3,37;;10
B7;2017-10-10 09:20:00;1;2,67;;10
B7;2017-10-10 09:20:00;1;2,77;;10
RA2;2017-01-17 09:20:00;1;0,42;;10
RA2;2017-01-17 09:20:00;1;0,41;;10
B3;2017-10-23 13:50:00;1;2,06;;10
B3;2017-10-23 13:50:00;1;2,12;;10
GA1;2017-10-23 20:30:00;1;2,90;;10
GA1;2017-10-23 20:30:00;1;2,81;;10
C14;2017-10-24 08:00:00;1;2,19;;10
C14;2017-10-24 08:00:00;1;2,02;;10
C3;2017-10-24 13:10:00;1;2,88;;10
C3;2017-10-24 13:10:00;1;3,10;;10
A5;2017-10-25 08:15:00;1;1,54;;10
A5;2017-10-25 08:15:00;1;1,54;;10
RA1;2017-10-25 14:10:00;0;3,98;;1
RA1;2017-10-25 14:10:00;0;4,13;;1
RA1;2017-10-25 14:10:00;1;4,41;;5
RA1;2017-10-25 14:10:00;1;4,42;;5
RA2;2017-10-25 15:50:00;0;4,36;;1
RA2;2017-10-25 15:50:00;0;4,36;;1
RA2;2017-10-25 15:50:00;1;4,32;;10
RA2;2017-10-25 15:50:00;1;4,42;;10
A13;2017-10-26 08:00:00;1;1,39;;10
A13;2017-10-26 08:00:00;1;1,37;;10
B7;2017-11-15 09:00:00;1;1,46;;10
B7;2017-11-15 09:00:00;1;1,48;;10
B3;2017-12-04 13:35:00;1;;provet läckt;10
B3;2017-12-04 13:35:00;1;0,96;;10
C14;2017-12-05 08:00:00;1;0,89;;10
C14;2017-12-05 08:00:00;1;0,92;;10
GA1;2017-12-04 19:50:00;1;1,19;;10
GA1;2017-12-04 19:50:00;1;1,22;;10
C3;2017-12-05 13:35:00;1;1,19;;10
C3;2017-12-05 13:35:00;1;1,27;;10
A5;2017-12-06 08:05:00;1;0,77;;10
A5;2017-12-06 08:05:00;1;0,79;;10
RA2;2017-12-06 13:30:00;1;1,74;;10
RA2;2017-12-06 13:30:00;1;1,75;;10
A13;2017-12-07 07:10:00;1;0,78;;10
A13;2017-12-07 07:10:00;1;0,78;;10
RA2;2018-01-17 09:20:00;1;0,51;;10
RA2;2018-01-17 09:20:00;1;0,51;;10
A13;2018-01-16 21:15:00;1;0,42;;10
A13;2018-01-16 21:15:00;1;0,42;;10
A5;2018-01-17 18:35:00;1;0,59;;10
A5;2018-01-17 18:35:00;1;0,57;;10
B3;2018-01-18 14:40:00;1;0,92;;10
B3;2018-01-18 14:40:00;1;0,91;;10
C14;2018-01-19 07:10:00;1;0,47;;10
C14;2018-01-19 07:10:00;1;0,48;;10
C3;2018-01-19 11:50:00;1;0,48;;10
C3;2018-01-19 11:50:00;1;0,51;;10
GA1;2018-01-19 19:20:00;1;0,44;;10
GA1;2018-01-19 19:20:00;1;0,43;;10
B3;2018-02-19 14:05:00;1;0,48;;10
B3;2018-02-19 14:05:00;1;0,49;;10
GA1;2018-02-19 22:45:00;1;0,58;;10
GA1;2018-02-19 22:45:00;1;0,59;;10
C3;2018-02-21 13:00:00;1;0,63;;10
C3;2018-02-21 13:00:00;1;0,61;;10
A13;2018-02-22 16:30:00;1;0,30;;10
A13;2018-02-22 16:30:00;1;0,30;;10
C14;2018-02-21 07:10:00;1;1,12;;10
C14;2018-02-21 07:10:00;1;1,18;;10
D2;2018-02-20 16:10:00;1;1,19;;10
D2;2018-02-20 16:10:00;1;1,20;;10
RA2;2018-03-13 09:00:00;1;0,31;godkänt vid kvalitetssäkringen, se rapport;10
RA2;2018-03-13 09:00:00;1;0,17;;10
RA1;2018-03-13 11:50:00;1;0,27;;5
RA1;2018-03-13 11:50:00;1;0,27;;5
B7;2018-03-15 09:30:00;1;0,61;;10
B7;2018-03-15 09:30:00;1;0,60;;10
A5;2018-03-20 10:00:00;1;0,43;;10
A5;2018-03-20 10:00:00;1;0,45;;10
B7;2018-03-28 13:50:00;1;0,48;;10
B7;2018-03-28 13:50:00;1;0,52;;10
B3;2018-04-12 11:40:00;1;3,47;;10
B3;2018-04-12 11:40:00;1;3,29;;10
B7;2018-04-23 14:40:00;1;8,98;;10
B7;2018-04-23 14:40:00;1;8,87;;10
GA1;2018-04-23 23:05:00;1;1,96;;10
GA1;2018-04-23 23:05:00;1;1,98;;10
C14;2018-04-24 08:25:00;1;8,09;;10
C14;2018-04-24 08:25:00;1;8,11;;10
C3;2018-04-24 13:55:00;1;6,64;;10
C3;2018-04-24 13:55:00;1;6,88;;10
A5;2018-04-25 09:15:00;1;1,34;;10
A5;2018-04-25 09:15:00;1;1,36;;10
A13;2018-04-25 20:10:00;1;0,87;;10
A13;2018-04-25 20:10:00;1;0,83;;10
GA1;2018-04-23 23:05:00;0;2,07;;0,5
GA1;2018-04-23 23:05:00;0;2,08;;0,5
C3;2018-04-24 13:55:00;0;6,60;;0,5
C3;2018-04-24 13:55:00;0;6,62;;0,5
B3;2018-05-07 09:40:00;1;6,26;Chl-a flaggas, stor skillnad mellan dubbelprov,;10
B3;2018-05-07 09:40:00;1;4,30;Chl-a flaggas, stor skillnad mellan dubbelprov,;10
B7;2018-05-14 13:25:00;1;5,51;;10
B7;2018-05-14 13:25:00;1;5,43;;10
GA1;2018-05-14 21:10:00;1;7,81;;10
GA1;2018-05-14 21:10:00;1;7,75;;10
C14;2018-05-15 08:00:00;1;14,10;;10
C14;2018-05-15 08:00:00;1;12,72;se QArapport;10
C3;2018-05-15 12:50:00;1;2,81;;10
C3;2018-05-15 12:50:00;1;2,88;;10
A5;2018-05-16 08:10:00;1;0,71;;10
A5;2018-05-16 08:10:00;1;0,69;;10
RA7;2018-05-16 15:20:00;0;2,51;;0,5
RA7;2018-05-16 15:20:00;0;2,53;;0,5
RA6;2018-05-16 16:05:00;0;0,55;;0,5
RA6;2018-05-16 16:05:00;0;0,55;;0,5
RA1;2018-05-16 16:30:00;0;0,61;;0,5
RA1;2018-05-16 16:30:00;0;0,61;;0,5
RA1;2018-05-16 16:30:00;1;0,66;;5
RA1;2018-05-16 16:30:00;1;0,64;;5
RA2;2018-05-16 18:10:00;1;0,57;;10
RA2;2018-05-16 18:10:00;1;0,59;;10
RA2;2018-05-16 18:10:00;0;1,04;;0,5
RA2;2018-05-16 18:10:00;0;1,02;;0,5
GA1;2018-05-14 21:10:00;0;8,90;;0,5
GA1;2018-05-14 21:10:00;0;8,91;;0,5
